OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PUBLIC,RECREATION CENTER GROUNDS / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,5804560,1.77,0,0534,N,70362,158,11,,,,EDGEWOOD RECREATION CENTER GROUNDS / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5F,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,10487650,1.89,0,0534,N,54991,216,97,,,,EDGEWOOD RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5F,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,9276410,1.77,0,,N,39413,3600,W,,,,INSPIRED TEACHING DEMOSTRATIONS & LEE MONTESSORI PCS.  MULTIPLE ADDRESSES,N,5,ANC 5F,5/30/2022,5/30/2034,TRIPLE NET / SUBLEASE,,
PUBLIC,OFFICE / LIBRARY,N,DCPS / DCPL,DISTRICT OF COLUMBIA,,23306350,1.89,0,,N,52231,SUB,150,,,,LEMUEL PENN CENTER.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,5,ANC 5F,,,N,,
PUBLIC,SPECIAL USE / COMMERCIAL,Y,DGS,DISTRICT OF COLUMBIA,,487970,1.65,0,,N,81329,3693,D,,,,"RAILWAY RIGHT OF WAY (ROW).  320 Florida Owner, LLC",N,5,ANC 5D,2/5/2017,2/4/2027,N/A / LEASE,,
PUBLIC,PUBLIC CHARTER SCHOOL / RECREATION CENTER GROUNDS,Y,PCSB / DPR,UNITED STATES OF AMERICA,,113951650,1.89,0,0495,N,408811,158,40,,,,KIPP DC - COLLEGE PREPARATORY CAMPUS.  BRENTWOOD PARK (PATTERSON TRACT) GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION & HIGHWAY PURPOSES,N,5,ANC 5D,5/1/2014,11/29/2045,TRIPLE NET / LEASE,,
PUBLIC,BALL PARK,N,DPR,UNITED STATES OF AMERICA,,13982880,1.89,0,0495,N,151047,158,40,,,,BRENTWOOD PARK (PATTERSON TRACT).  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION & HIGHWAY PURPOSES,N,5,ANC 5D,,,N,,
PUBLIC,WATER MANAGEMENT,N,DC WATER,UNITED STATES OF AMERICA,,110601700,1.89,0,0495,N,787565,158 & 204,40 & 179,,,,BRENTWOOD RESERVOIR.  TRANSFER OF JURISDICTION (TOJ) FOR RESERVIOR & TRANSPORTATION PURPOSES. ,N,5,ANC 5D,,,N,,
PUBLIC,RESIDENTIAL,N,DCHA,DISTRICT OF COLUMBIA,,5395260,0.85,0,,N,45798,SUB,95,,,,EDGEWOOD COMMONS.  MULTIPLE ADDRESSES,N,5,ANC 5F,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,9693960,1.77,0,,N,130726,,,,,,DC Bilingual Public Charter School,N,5,ANC 5A,3/11/2018,3/11/2048,TRIPLE NET / LEASE,,
PUBLIC,RESIDENTIAL,N,DGS,DISTRICT OF COLUMBIA,,1964210,1.65,0,,N,39360,3514,A,,,,HOUSING,N,4,ANC 4B,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,12150720,1.89,0,0685,N,112959,158,37,,,,LAMOND RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,4,ANC 4B,,,N,,
PUBLIC,OFFICE,Y,DOES / UDC,DISTRICT OF COLUMBIA,,11251450,1.89,0,,N,213405,3472,Z,,,,AMERICAN JOB CENTER - NORTHEAST / UDC BERTIE BACKUS CAMPUS,N,5,ANC 5A,,,FILE_ID: 1108,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,12599080,1.89,0,,N,22654,219,106,,,,LAMONT-RIGGS LIBRARY,N,5,ANC 5A,,,N,,
PUBLIC,INDUSTRIAL,N,DDOT,DISTRICT OF COLUMBIA,,23632170,1.89,0,,N,319138,3786,K,,,,DDOT MAINTENANCE YARD (SALT DOME).  MULTIPLE ADDRESSES,N,5,ANC 5A,,,N,,
PUBLIC,OPEN SPACE / VACANT LAND / SPECIAL USE,Y,DGS,DISTRICT OF COLUMBIA,,4555960,1.65,0,,N,38700,3637,I,,,,PUBLIC ACCESS CORPORATION OF WASHINGTON DC GROUNDS,N,5,ANC 5B,6/27/2021,6/26/2036,GROSS / LEASE,,
PUBLIC,RESIDENTIAL,N,DCHA,DISTRICT OF COLUMBIA,,622810,0.85,0,,N,3556,3680,D,,,,MIXED-INCOME-HOUSING,N,5,ANC 5B,,,N,,
PUBLIC,OFFICE,N,OCTFME,DISTRICT OF COLUMBIA,,10383960,1.89,0,,N,92552,3742,*,,,,OFFICE OF CABLE TELEVISION: BET,N,5,ANC 5C,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,2931940,1.65,0,,N,39594,1837,*,,,,NOYES PARK,N,5,ANC 5B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,31480190,1.89,0,,N,60000,196,135,,,,LUKE C. MOORE HIGH SCHOOL,N,5,ANC 5B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,51836960,1.89,0,0496,N,83240,208,70,,,,BROOKLAND MIDDLE SCHOOL.  OLD SSL - 3888    0809,N,5,ANC 5B,,,N,,
PUBLIC,POOL / SPRAY PARK / RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,39772590,1.89,0,0496,N,532181,158,37,,,,TURKEY THICKET RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5B,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,1958660,1.65,0,,N,,COUNTY,104,,,,ENGINE 17 FIRE STATION,N,5,ANC 5B,,,N,,
PUBLIC,WAREHOUSE,N,DGS,DISTRICT OF COLUMBIA,,543200,1.65,0,,N,11956,145,92,,,,WAREHOUSE,N,5,ANC 5C,,,N,,
PUBLIC,WASTE MANAGEMENT,N,DPW,DISTRICT OF COLUMBIA,,3954330,1.65,0,,N,67022,185,39,,,,FEDERAL IPC WASTE TRANSFER FACILITY,N,5,ANC 5C,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,3242440,1.65,0,,N,29786,3126,J,,,,ENGINE 26 FIRE STATION,N,5,ANC 5B,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,11210830,1.89,0,,N,89489,3458,J,,,,MARY MCLEOD BETHUNE DAY ACADEMY PCS.  MULTIPLE ADDRESSES,N,5,ANC 5B,8/31/2014,8/30/2039,TRIPLE NET / LEASE,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,4495230,1.65,0,,N,169923,,,,,,NORTH MICHIGAN PARK RECREATION CENTER,N,5,ANC 5A,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,442750,0.85,0,,N,2999,SUB,130,,,,SARGENT ROAD FAMILY EMERGENCY HOUSING,N,5,ANC 5A,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,2405630,1.65,0,,N,11250,96,168,,,,NEW YORK AVENUE HAC,N,5,ANC 5D,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,801620,0.85,0,,N,1914,,,,,,CORCORAN FAMILY EMERGENCY HOUSING,N,5,ANC 5D,,,N,,
PUBLIC,OFFICE,N,DYRS,DISTRICT OF COLUMBIA,,57089240,1.89,0,,N,130680,,,,,,YOUTH SERVICES CENTER,N,5,ANC 5D,,,N,,
PUBLIC,PUBLIC SCHOOL / RECREATION CENTER GROUNDS,N,DCPS / DPR,DISTRICT OF COLUMBIA,,10597470,1.89,0,,N,116584,3613,C,,,,WHEATLEY EDUCATION CAMPUS / JOSEPH H. COLE RECREATION CENTER GROUNDS.  ADDRESS IS RETIRED  MULTIPLE AGENCIES.,N,5,ANC 5D,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,2802290,1.65,0,,N,11190,1837,*,,,,ENGINE 10 FIRE STATION,N,5,ANC 5D,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,20668690,1.89,0,,N,178288,209,25,,,,"EVEN START & KIPP DC - SPRING, NORTHEAST, CONNECT ACADEMIES PCS.  OLD SSL - PAR 01410047",N,5,ANC 5D,6/23/2013,12/22/2044,TRIPLE NET / LEASE,,
PUBLIC,RECREATION CENTER,Y,DPR,DISTRICT OF COLUMBIA,,4146290,1.65,0,0615,N,120566,152,138,,,,"TRINIDAD RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES PER SUBDIVISION BOOK 152, PAGE 138.  Welink Communications, Inc.",N,5,ANC 5D,3/8/2023,1/24/2026,GROSS / LICENSE,,
PUBLIC,OFFICE,N,DPW,DISTRICT OF COLUMBIA,,35246380,1.89,0,,N,416133,3737,Z,,,,DPW FLEET MANAGEMENT 1 & 3.  MULTIPLE ADDRESSES,N,5,ANC 5C,,,N,,
PUBLIC,WAREHOUSE,N,DMV / DC WATER,DISTRICT OF COLUMBIA,,24087010,1.89,0,,N,145898,3738,*,,,,15TH STREET IMPOUND LOT / DC WATER WAREHOUSE.  PARKING ENFORCEMENT MANAGEMENT ADMINISTRATION.  MUTLIPLE ADDRESSES  MULTIPLE AGENCIES.,N,5,ANC 5C,,,N,,
PUBLIC,TRANSPORTATION,N,DPW,DISTRICT OF COLUMBIA,,7894750,1.77,0,,N,127933,205,89,,,,SOLID WASTE MANAGEMENT ADMINISTRATION TRANSPORTATION LOT.  MECHANICAL STREET SWEEPING SERVICES,N,5,ANC 5D,,,N,,
PUBLIC,TRANSPORTATION,N,DPW,DISTRICT OF COLUMBIA,,5873680,1.77,0,,N,95182,205,89,,,,SOLID WASTE MANAGEMENT ADMINISTRATION TRANSPORTATION LOT,N,5,ANC 5D,,,N,,
PUBLIC,INDUSTRIAL,Y,DPW / DDOT,DISTRICT OF COLUMBIA,,21728200,1.89,0,,N,586773,190,24,,,,DPW TREE / SOILD WASTE / FUELING SITE / SALT DOME.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.  T-Mobile Northeast LLC,N,5,ANC 5C,12/31/2015,3/14/2025,N/A / LEASE,,
PUBLIC,OFFICE / WAREHOUSE,Y,OSSE,DISTRICT OF COLUMBIA,,9580660,1.77,0,,N,185830,215,191,,,,"OSSE WAREHOUSE / BUILDING 3 / PARKING LOT.  Signage.  Clear Channel Outdoor, Inc.",N,5,ANC 5C,1/31/2017,4/29/2029,GROSS / LEASE,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,3393960,1.65,0,0673,N,52154,162,1,,,,BRENTWOOD RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5C,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,22187970,0.85,0,,N,255087,3853,C,,,,MONTANA TERRACE.  MULTIPLE ADDRESSES,N,5,ANC 5C,,,N,,
PUBLIC,SENIOR WELLNESS,M,DACL,DISTRICT OF COLUMBIA,,20401430,1.89,0,,N,435792,149,50,,,,"ANDRUS HOUSE / MODEL CITIES SENIOR WELLNESS CENTER / HOUSE OF TOGETHERNESS/CENTER CARE DAY TREATMENT/SEABURY.  Total Commence = 9/29/2016, Expiration = 1/31/2027; Stoddard Baptist Global Care, Inc. Commence = 7/21/2010, Expiration = 8/31/204",N,5,ANC 5C,7/20/2010,8/30/2040,LEASE,,
PUBLIC,POLICE STATION/EMERGENCY FAMILY SHELTER/ANTENNA,Y,MPD / DHS,DISTRICT OF COLUMBIA,,1145260,1.65,0,,N,12345,214,10,,,,FAMILY VIOLENCE AND CHILD PROTECTION UNIT / THE STERLING SHORT TERM FAMILY HOUSING / CELL TOWER.  CELLCO ANTENNA  CELLCO PARTNERSHIP (D/B/A VERIZON).  MULTIPLE AGENCIES.,N,5,ANC 5B,12/31/2016,12/30/2026,GROSS / LICENSE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,9134640,1.77,0,,N,191147,,,,,,BUNKER HILL ELEMENTARY SCHOOL,N,5,ANC 5B,,,N,,
PUBLIC,PUBLIC SCHOOL / ANTENNA,M,DCPS,DISTRICT OF COLUMBIA,,12436360,1.89,0,,N,237253,1444,*,,,,"BURROUGHS ELEMENTARY SCHOOL.  MULTIPLE ADDRESSES.  Nextel Commence = 3/17/2005, Expiration = 3/17/2020, Tower Commence = 3/17/2005, Expiration = 3/17/2025, SBA = 9/16/2005, Expiration = 9/15/2025",N,5,ANC 5B,12/30/2004,12/30/2019,LICENSE,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,2270340,1.65,0,,N,20812,209,99,,,,WOODRIDGE LIBRARY,N,5,ANC 5C,,,N,,
PUBLIC,SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,5228870,1.77,0,0446,N,271250,139,21,,,,LANGDON PARK POOL AND BATHHOUSE.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,5,ANC 5C,,,N,,
PUBLIC,PUBLIC SCHOOL / ANTENNA,Y,DCPS,DISTRICT OF COLUMBIA,,10953340,1.89,0,,N,105390,1837,*,,,,LANGDON ELEMENTARY SCHOOL.  NEW CINGULAR ANNTENNA.  New Cingular Wireless PCS LLC,N,5,ANC 5C,4/30/2003,1/30/2024,NET / LICENSE,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,1739810,1.65,0,0446,N,73752,139,21,,,,LANGDON PARK POOL AND BATHHOUSE.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,5,ANC 5C,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,21542400,0.85,0,,N,57935,154,113,,,,FORT LINCOLN,N,5,ANC 5C,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,39640770,0.85,0,,N,172799,198,136,,,,WESTLEY HOUSE SENIOR APARTMENTS.  MIXED-USE DEVELOPMENT,N,5,ANC 5C,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,8346850,0.85,0,,N,1222086,,,,,,FORT LINCOLN RECREATION.  OLD SSL - PAR 01730145.  MULTIPLE ADDRESSES,N,5,ANC 5C,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,8346850,0.85,0,,N,1222086,,,,,,THEODORE HAGANS CULTURAL CENTER,N,5,ANC 5C,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,200910,1.65,0,,N,2614,42,7,,,,EARL PLACE PUMPING STATION,N,5,ANC 5C,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,48200,0.85,0,0644,N,10524,158,37,,,,DAKOTA PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5C,,,N,,
PUBLIC,WASTE MANAGEMENT,Y,DC WATER,DISTRICT OF COLUMBIA,,,,,,N,171561,216,154,,,,DC WATER SEWER SERVICES AT AMES PLACE,N,5,ANC 5C,5/16/2017,5/30/2020,WASHINGTON METR4287.0802,,
PUBLIC,POLICE STATION / ANTENNA,Y,MPD,DISTRICT OF COLUMBIA,,13590840,1.89,0,,N,114172,3521,V,,,,5TH DISTRICT STATION.  ANNTENA.  New Cingular Wireless PCS LLC,N,5,ANC 5C,12/19/2022,3/31/2035,GROSS / LEASE,,
PUBLIC,RECREATION CENTER / FIELD HOUSE,N,DPR,DISTRICT OF COLUMBIA,,1862110,1.65,0,,N,68829,3530,Q,,,,ARBORETUM RECREATION CENTER,N,5,ANC 5C,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1051960,0.85,0,,N,14144,143,24,,,,LANGSTON ADDITION.  MULTIPLE ADDRESSES,N,5,ANC 5D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1093740,0.85,0,,N,12005,143,24,,,,LANGSTON ADDITION.  MULTIPLE ADDRESSES,N,5,ANC 5D,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,11827620,1.89,0,,N,237732,216,192,,,,TWO RIVERS PCS ELEMENTARY / YOUNG ELEMENTARY SCHOOL,N,5,ANC 5D,12/11/2014,7/30/2040,TRIPLE NET,,
PUBLIC,PUBLIC SCHOOL / ANTENNA,Y,DCPS / DDOT,DISTRICT OF COLUMBIA,,52926960,1.89,0,,N,931107,3886,K,,,,"BROWNE EDUCATION CAMPUS, SPINGARN & PHELPS SENOIR HIGH SCHOOLS, TWO RIVERS PCS ELEMENTARY SCHOOL.  STREETCAR MAINTENANCE & TRAINING FACILITY.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.  T-Mobile Northeast LLC",N,5,ANC 5D,12/30/2004,12/30/2024,TRIPLE NET / LICENSE,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,11448340,1.89,0,,N,78100,210,38,,,,GIBBS ELEMENTARY.  CHARTER SCHOOL INCUBATOR INITIATIVE,N,7,ANC 7D,7/27/2022,6/16/2046,N/A / LEASE,,
PUBLIC,COMMUNITY / RECREATION CENTER,N,DPR,DISTRICT OF COLUMIA,,9214960,1.77,0,,N,66664,3859,*,,,,ROSEDALE COMMUNITY / RECREATION CENTER,N,7,ANC 7D,,,N,,
PUBLIC,RECREATION CENTER GROUNDS,N,DPR,DISTRICT OF COLUMBIA,,9214960,1.77,0,,N,66664,3859,*,,,,ROSEDALE RECREATION CENTER GROUNDS,N,6,ANC 6A,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,958770,5,0,,N,1800,,,,,,KRAMER STREET FAMILY EMERGENCY HOUSING,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,,,,,N,166526,196,160,,,,MINER ELEMENTARY SCHOOL,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,9866070,1.77,0,,N,178441,210,75,,,,RIVER TERRACE ELEMENTARY SCHOOL,N,7,ANC 7D,,,N,,
PUBLIC,SPECIAL USE,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1000,0.85,0,,N,3567,3851,U,,,,PEDESTRIAN RIGHT OF WAY (ROW),N,7,ANC 7D,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,2662840,1.65,0,,N,54296,3851,U,,,,UPPER ANACOSTIA SEWER PUMPING STATION,N,7,ANC 7D,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,15982200,1.89,0,,N,25065,203,165,,,,DOROTHY I HEIGHT / BENNING LIBRARY,N,7,ANC 7F,,,N,,
PUBLIC,OFFICE / ANTENNA / ATM / RETAIL,M,DOES,DISTRICT OF COLUMBIA,,108825180,1.89,0,,N,205110,206,66,,,,"DOES HEADQUARTERS / AMERICAN JOB CENTER.  MULTIPLE ADDRESSES.  Cellco Commence = 10/30/2014, Expiration = 10/30/22024; Access Commence = 3/13/2019, Expiration = 3/12/2029;East River Bagel, Inc. Commence = 9/30/2013, Expiration = 9/30/2025",N,7,ANC 7F,11/30/2009,11/29/2049,LICENSE / LEASE,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,893060,1.65,0,,N,9169,1838,*,,,,"ENGINE 27 FIRE STATION.  ANNTENNA.  NEW CINGULAR WIRELESS PCS, LLC",N,7,ANC 7C,10/25/2022,3/31/2035,GROSS / LEASE,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,13400,0.85,0,,N,2500,NPS LR,809,,,,TRANSFER OF JURISDICTION (TOJ) FOR PART OF FORT MAHAN PARK,N,7,ANC 7F,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,422400,0.85,0,0475,N,60000,NPS LR,809,,,,PART OF LOT.  PARTIAL TOJ FOR PART OF FORT MAHAN PARK,Y,7,ANC 7F,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,18943420,1.89,0,,N,106557,3469,Y,,,,FRIENDSHIP PCS - COLLEGIATE ACADEMY.,N,7,ANC 7F,5/24/2000,5/24/2040,GROSS / LEASE,,
PUBLIC,OFFICE,N,MPD,UNITED STATES OF AMERICA,,11746580,1.89,0,,N,127170,3160,V,,,,RICHARD ENGLAND CLUBHOUSE 14 - BOY'S & GIRLS CLUBS OF GREATER WASHINGTON,Y,7,ANC 7F,,,N,,
PUBLIC,POLICE STATION,N,MPD,UNITED STATES OF AMERICA & DISTRICT OF COLUMBIA,,13093070,1.89,0,,N,72736,3241,E,,,,6TH DISTRICT STATION,N,7,ANC 7F,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,59927370,1.89,0,0500,N,129854,164 & 209,161 & 180,,,,DC PREP PCS (BENNING ELEMENTARY & MIDDLE SCHOOLS).  TRANSFER OF JURISDICTION (TOJ) FOR SCHOOL PURPOSES,N,7,ANC 7F,1/30/2014,1/29/2039,TRIPLE NET / LEASE,,
PUBLIC,RECREATION / AQUATIC CENTER,N,DPR,DISTRICT OF COLUMBIA,,28215690,1.89,0,,N,153439,212,81,,,,KENILWORTH-PARKSIDE AQUATIC / RECREATION CENTER,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1127600,1.65,0,,N,15386,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1255100,0.85,0,,N,20301,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1425970,0.85,0,,N,23698,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,3184260,0.85,0,,N,28971,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,3408820,0.85,0,,N,43182,129,26,,,,KENILWORTH COURTS,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5757850,0.85,0,,N,92552,187,116,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1902860,0.85,0,,N,19455,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,2034900,0.85,0,,N,27083,129,26,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,11120910,0.85,0,,N,166442,187,117,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,912930,0.85,0,,N,17472,221,4,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,906450,0.85,0,,N,17348,221,4,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,534060,0.85,0,,N,10221,221,4,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,1424530,0.85,0,,N,27263,221,4,,,,KENILWORTH COURTS,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,1174760,0.85,0,,N,22483,221,4,,,,KENILWORTH COURTS,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA,,2410350,0.85,0,,N,46130,221,4,,,,KENILWORTH COURTS.  MULTIPLE ADDRESSES,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,6583630,1.77,0,,N,,63,43,,,,SMOTHERS ELEMENTARY SCHOOL,N,7,ANC 7F,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,2614100,1.65,0,,N,36235,3365,V,,,,ENGINE 30 FIRE STATION.  ADDRESS IS RETIRED,N,7,ANC 7F,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,12971020,1.89,0,,N,169771,3454,Q,,,,LORRAINE H. WHITLOCK.  FORMERLY AITON ELEMENTARY SCHOOL,N,7,ANC 7C,,,N,,
PUBLIC,COMMUNITY GARDEN / PARK,N,DPR,UNITED STATES OF AMERICA,,635900,0.85,0,0610,N,110591,158,33,,,,LEDERER GREEN HOUSE.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,7,ANC 7C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,54841470,1.89,0,,N,205834,211,34,,,,RON BROWN MIDDLE SCHOOL (FORMERLY ROPER JH),N,7,ANC 7C,,,N,,
PUBLIC,RECREATION CENTER / LIBRARY,Y,DPR / DPL,DISTRICT OF COLUMBIA,,42758180,1.89,0,0666,N,243792,158,37,,,,DEANWOOD AQUATIC CENTER / DEANWOOD LIBRARY.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES  MULTIPLE AGENCIES.  KU Kids Deanwood LLC,N,7,ANC 7C,10/14/2019,10/13/2029,TRIPLE NET / LEASE,,
PUBLIC,COMMERCIAL GARAGE,N,DDOT,DISTRICT OF COLUMBIA,,91330,1.65,0,,N,2263,155,174,,,,DDOT'S RIGHT OF WAY (ROW) PROGRAM,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,42264840,1.89,0,,N,202475,3467,V,,,,HOUSTON ELEMENTARY SCHOOL,N,7,ANC 7C,,,N,,
